state,year,rainfall_avg,le_state,le_year
VIDARBHA,2000,1105.2,32,99
VIDARBHA,2001,1122.1,32,100
VIDARBHA,2002,925.8,32,101
VIDARBHA,2003,1018.6,32,102
VIDARBHA,2004,731.9,32,103
VIDARBHA,2005,1214.6,32,104
VIDARBHA,2006,1215.6,32,105
VIDARBHA,2007,1167.0,32,106
VIDARBHA,2008,866.6,32,107
VIDARBHA,2009,770.8,32,108
VIDARBHA,2010,1338.1,32,109
VIDARBHA,2011,893.2,32,110
VIDARBHA,2012,1107.7,32,111
VIDARBHA,2013,1520.0,32,112
VIDARBHA,2014,919.1,32,113
VIDARBHA,2015,993.8,32,114
CHHATTISGARH,1901,1387.0,4,0
CHHATTISGARH,1902,923.9,4,1
CHHATTISGARH,1903,1331.2,4,2
CHHATTISGARH,1904,1492.4,4,3
CHHATTISGARH,1905,1251.1,4,4
CHHATTISGARH,1906,1394.6,4,5
CHHATTISGARH,1907,1308.8,4,6
CHHATTISGARH,1908,1488.7,4,7
CHHATTISGARH,1909,1284.1,4,8
CHHATTISGARH,1910,1407.2,4,9
CHHATTISGARH,1911,1504.1,4,10
CHHATTISGARH,1912,1227.0,4,11
CHHATTISGARH,1913,1234.6,4,12
CHHATTISGARH,1914,1418.1,4,13
CHHATTISGARH,1915,1455.9,4,14
CHHATTISGARH,1916,1443.0,4,15
CHHATTISGARH,1917,1727.7,4,16
CHHATTISGARH,1918,1377.2,4,17
CHHATTISGARH,1919,1859.0,4,18
CHHATTISGARH,1920,1203.4,4,19
CHHATTISGARH,1921,1319.4,4,20
CHHATTISGARH,1922,1308.8,4,21
CHHATTISGARH,1923,1387.2,4,22
CHHATTISGARH,1924,1334.2,4,23
CHHATTISGARH,1925,1737.1,4,24
CHHATTISGARH,1926,1634.9,4,25
CHHATTISGARH,1927,1537.1,4,26
CHHATTISGARH,1928,1219.2,4,27
CHHATTISGARH,1929,1663.8,4,28
CHHATTISGARH,1930,1383.5,4,29
CHHATTISGARH,1931,1467.0,4,30
CHHATTISGARH,1932,1357.6,4,31
CHHATTISGARH,1933,1650.6,4,32
CHHATTISGARH,1934,1529.2,4,33
CHHATTISGARH,1935,1269.2,4,34
CHHATTISGARH,1936,1826.2,4,35
CHHATTISGARH,1937,1616.8,4,36
CHHATTISGARH,1938,1505.8,4,37
CHHATTISGARH,1939,1480.3,4,38
CHHATTISGARH,1940,1448.4,4,39
CHHATTISGARH,1941,1005.1,4,40
CHHATTISGARH,1942,1598.3,4,41
CHHATTISGARH,1943,1645.1,4,42
CHHATTISGARH,1944,1792.7,4,43
CHHATTISGARH,1945,1585.6,4,44
CHHATTISGARH,1946,1599.0,4,45
CHHATTISGARH,1947,1599.6,4,46
CHHATTISGARH,1948,1491.7,4,47
CHHATTISGARH,1949,1499.6,4,48
CHHATTISGARH,1950,1292.2,4,49
CHHATTISGARH,1951,1411.6,4,50
CHHATTISGARH,1952,1396.4,4,51
CHHATTISGARH,1953,1370.2,4,52
CHHATTISGARH,1954,1193.7,4,53
CHHATTISGARH,1955,1440.7,4,54
CHHATTISGARH,1956,1557.0,4,55
CHHATTISGARH,1957,1222.4,4,56
CHHATTISGARH,1958,1520.9,4,57
CHHATTISGARH,1959,1544.2,4,58
CHHATTISGARH,1960,1364.3,4,59
CHHATTISGARH,1961,1974.0,4,60
CHHATTISGARH,1962,1124.7,4,61
CHHATTISGARH,1963,1337.2,4,62
CHHATTISGARH,1964,1509.1,4,63
CHHATTISGARH,1965,941.6,4,64
CHHATTISGARH,1966,1087.1,4,65
CHHATTISGARH,1967,1472.5,4,66
CHHATTISGARH,1968,1168.0,4,67
CHHATTISGARH,1969,1172.6,4,68
CHHATTISGARH,1970,1501.5,4,69
CHHATTISGARH,1971,1533.8,4,70
CHHATTISGARH,1972,1198.9,4,71
CHHATTISGARH,1973,1467.3,4,72
CHHATTISGARH,1974,951.0,4,73
CHHATTISGARH,1975,1475.5,4,74
CHHATTISGARH,1976,1379.3,4,75
CHHATTISGARH,1977,1465.5,4,76
CHHATTISGARH,1978,1370.4,4,77
CHHATTISGARH,1979,904.6,4,78
CHHATTISGARH,1980,1495.4,4,79
CHHATTISGARH,1981,1216.2,4,80
CHHATTISGARH,1982,1197.4,4,81
CHHATTISGARH,1983,1371.9,4,82
CHHATTISGARH,1984,1254.7,4,83
CHHATTISGARH,1985,1237.5,4,84
CHHATTISGARH,1986,1368.6,4,85
CHHATTISGARH,1987,1142.8,4,86
CHHATTISGARH,1988,1206.3,4,87
CHHATTISGARH,1989,1187.2,4,88
CHHATTISGARH,1990,1643.8,4,89
CHHATTISGARH,1991,1220.8,4,90
CHHATTISGARH,1992,1156.6,4,91
CHHATTISGARH,1993,1205.3,4,92
CHHATTISGARH,1994,1754.5,4,93
CHHATTISGARH,1995,1280.7,4,94
CHHATTISGARH,1996,1187.0,4,95
CHHATTISGARH,1997,1317.2,4,96
CHHATTISGARH,1998,1332.5,4,97
CHHATTISGARH,1999,1322.6,4,98
CHHATTISGARH,2000,906.3,4,99
CHHATTISGARH,2001,1600.1,4,100
CHHATTISGARH,2002,990.2,4,101
CHHATTISGARH,2003,1694.3,4,102
CHHATTISGARH,2004,1144.5,4,103
CHHATTISGARH,2005,1287.2,4,104
CHHATTISGARH,2006,1317.7,4,105
CHHATTISGARH,2007,1281.2,4,106
CHHATTISGARH,2008,1108.5,4,107
CHHATTISGARH,2009,956.6,4,108
CHHATTISGARH,2010,1306.6,4,109
CHHATTISGARH,2011,1302.7,4,110
CHHATTISGARH,2012,1377.4,4,111
CHHATTISGARH,2013,1420.0,4,112
CHHATTISGARH,2014,1278.7,4,113
CHHATTISGARH,2015,1117.6,4,114
COASTAL ANDHRA PRADESH,1901,993.8,5,0
COASTAL ANDHRA PRADESH,1902,1063.6,5,1
COASTAL ANDHRA PRADESH,1903,1316.2,5,2
COASTAL ANDHRA PRADESH,1904,860.2,5,3
COASTAL ANDHRA PRADESH,1905,795.2,5,4
COASTAL ANDHRA PRADESH,1906,1021.5,5,5
COASTAL ANDHRA PRADESH,1907,817.9,5,6
COASTAL ANDHRA PRADESH,1908,842.3,5,7
COASTAL ANDHRA PRADESH,1909,867.6,5,8
COASTAL ANDHRA PRADESH,1910,1254.6,5,9
COASTAL ANDHRA PRADESH,1911,819.5,5,10
COASTAL ANDHRA PRADESH,1912,903.6,5,11
COASTAL ANDHRA PRADESH,1913,841.0,5,12
COASTAL ANDHRA PRADESH,1914,1013.2,5,13
COASTAL ANDHRA PRADESH,1915,1347.4,5,14
COASTAL ANDHRA PRADESH,1916,1351.2,5,15
COASTAL ANDHRA PRADESH,1917,1289.6,5,16
COASTAL ANDHRA PRADESH,1918,778.0,5,17
COASTAL ANDHRA PRADESH,1919,1141.4,5,18
COASTAL ANDHRA PRADESH,1920,723.5,5,19
COASTAL ANDHRA PRADESH,1921,1015.0,5,20
COASTAL ANDHRA PRADESH,1922,853.3,5,21
COASTAL ANDHRA PRADESH,1923,1126.4,5,22
COASTAL ANDHRA PRADESH,1924,1182.0,5,23
COASTAL ANDHRA PRADESH,1925,1238.5,5,24
COASTAL ANDHRA PRADESH,1926,870.7,5,25
COASTAL ANDHRA PRADESH,1927,1053.0,5,26
COASTAL ANDHRA PRADESH,1928,1101.3,5,27
COASTAL ANDHRA PRADESH,1929,859.1,5,28
COASTAL ANDHRA PRADESH,1930,1222.7,5,29
COASTAL ANDHRA PRADESH,1931,1287.1,5,30
COASTAL ANDHRA PRADESH,1932,971.5,5,31
COASTAL ANDHRA PRADESH,1933,1087.3,5,32
COASTAL ANDHRA PRADESH,1934,884.2,5,33
COASTAL ANDHRA PRADESH,1935,751.1,5,34
COASTAL ANDHRA PRADESH,1936,1328.7,5,35
COASTAL ANDHRA PRADESH,1937,892.2,5,36
COASTAL ANDHRA PRADESH,1938,1206.2,5,37
COASTAL ANDHRA PRADESH,1939,1070.3,5,38
COASTAL ANDHRA PRADESH,1940,1069.0,5,39
COASTAL ANDHRA PRADESH,1941,1026.5,5,40
COASTAL ANDHRA PRADESH,1942,879.8,5,41
COASTAL ANDHRA PRADESH,1943,977.9,5,42
COASTAL ANDHRA PRADESH,1944,1155.9,5,43
COASTAL ANDHRA PRADESH,1945,991.5,5,44
COASTAL ANDHRA PRADESH,1946,970.2,5,45
COASTAL ANDHRA PRADESH,1947,1126.2,5,46
COASTAL ANDHRA PRADESH,1948,1024.6,5,47
COASTAL ANDHRA PRADESH,1949,1217.3,5,48
COASTAL ANDHRA PRADESH,1950,986.0,5,49
COASTAL ANDHRA PRADESH,1951,1096.1,5,50
COASTAL ANDHRA PRADESH,1952,916.7,5,51
COASTAL ANDHRA PRADESH,1953,990.0,5,52
COASTAL ANDHRA PRADESH,1954,1153.5,5,53
COASTAL ANDHRA PRADESH,1955,1378.9,5,54
COASTAL ANDHRA PRADESH,1956,1408.5,5,55
COASTAL ANDHRA PRADESH,1957,1017.6,5,56
COASTAL ANDHRA PRADESH,1958,1605.3,5,57
COASTAL ANDHRA PRADESH,1959,1120.7,5,58
COASTAL ANDHRA PRADESH,1960,943.6,5,59
COASTAL ANDHRA PRADESH,1961,1119.2,5,60
COASTAL ANDHRA PRADESH,1962,1345.5,5,61
COASTAL ANDHRA PRADESH,1963,1023.9,5,62
COASTAL ANDHRA PRADESH,1964,1061.0,5,63
COASTAL ANDHRA PRADESH,1965,754.2,5,64
COASTAL ANDHRA PRADESH,1966,954.7,5,65
COASTAL ANDHRA PRADESH,1967,843.1,5,66
COASTAL ANDHRA PRADESH,1968,838.9,5,67
COASTAL ANDHRA PRADESH,1969,1279.7,5,68
COASTAL ANDHRA PRADESH,1970,1064.2,5,69
COASTAL ANDHRA PRADESH,1971,1033.2,5,70
COASTAL ANDHRA PRADESH,1972,1028.5,5,71
COASTAL ANDHRA PRADESH,1973,859.1,5,72
COASTAL ANDHRA PRADESH,1974,944.9,5,73
COASTAL ANDHRA PRADESH,1975,1192.4,5,74
COASTAL ANDHRA PRADESH,1976,1090.3,5,75
COASTAL ANDHRA PRADESH,1977,1132.8,5,76
COASTAL ANDHRA PRADESH,1978,1038.3,5,77
COASTAL ANDHRA PRADESH,1979,934.1,5,78
COASTAL ANDHRA PRADESH,1980,1014.8,5,79
COASTAL ANDHRA PRADESH,1981,929.3,5,80
COASTAL ANDHRA PRADESH,1982,888.5,5,81
COASTAL ANDHRA PRADESH,1983,1196.0,5,82
COASTAL ANDHRA PRADESH,1984,785.2,5,83
COASTAL ANDHRA PRADESH,1985,967.6,5,84
COASTAL ANDHRA PRADESH,1986,1009.7,5,85
COASTAL ANDHRA PRADESH,1987,1079.9,5,86
COASTAL ANDHRA PRADESH,1988,1164.8,5,87
COASTAL ANDHRA PRADESH,1989,1030.0,5,88
COASTAL ANDHRA PRADESH,1990,1611.1,5,89
COASTAL ANDHRA PRADESH,1991,1122.1,5,90
COASTAL ANDHRA PRADESH,1992,1001.0,5,91
COASTAL ANDHRA PRADESH,1993,869.7,5,92
COASTAL ANDHRA PRADESH,1994,1155.1,5,93
COASTAL ANDHRA PRADESH,1995,1352.0,5,94
COASTAL ANDHRA PRADESH,1996,1210.9,5,95
COASTAL ANDHRA PRADESH,1997,972.1,5,96
COASTAL ANDHRA PRADESH,1998,1310.8,5,97
COASTAL ANDHRA PRADESH,1999,825.1,5,98
COASTAL ANDHRA PRADESH,2000,992.3,5,99
COASTAL ANDHRA PRADESH,2001,1009.3,5,100
COASTAL ANDHRA PRADESH,2002,703.2,5,101
COASTAL ANDHRA PRADESH,2003,1096.8,5,102
COASTAL ANDHRA PRADESH,2004,873.6,5,103
COASTAL ANDHRA PRADESH,2005,1221.6,5,104
COASTAL ANDHRA PRADESH,2006,1159.6,5,105
COASTAL ANDHRA PRADESH,2007,1099.2,5,106
COASTAL ANDHRA PRADESH,2008,1107.5,5,107
COASTAL ANDHRA PRADESH,2009,790.5,5,108
COASTAL ANDHRA PRADESH,2010,1712.4,5,109
COASTAL ANDHRA PRADESH,2011,861.9,5,110
COASTAL ANDHRA PRADESH,2012,1318.4,5,111
COASTAL ANDHRA PRADESH,2013,1120.5,5,112
COASTAL ANDHRA PRADESH,2014,874.9,5,113
COASTAL ANDHRA PRADESH,2015,1010.9,5,114
TELANGANA,1901,827.7,30,0
TELANGANA,1902,630.4,30,1
TELANGANA,1903,1283.4,30,2
TELANGANA,1904,526.7,30,3
TELANGANA,1905,724.9,30,4
TELANGANA,1906,855.2,30,5
TELANGANA,1907,843.7,30,6
TELANGANA,1908,982.8,30,7
TELANGANA,1909,769.5,30,8
TELANGANA,1910,975.9,30,9
TELANGANA,1911,662.0,30,10
TELANGANA,1912,743.8,30,11
TELANGANA,1913,732.2,30,12
TELANGANA,1914,1083.5,30,13
TELANGANA,1915,1022.0,30,14
TELANGANA,1916,1162.6,30,15
TELANGANA,1917,1206.0,30,16
TELANGANA,1918,554.7,30,17
TELANGANA,1919,894.6,30,18
TELANGANA,1920,437.0,30,19
TELANGANA,1921,1003.3,30,20
TELANGANA,1922,767.5,30,21
TELANGANA,1923,786.2,30,22
TELANGANA,1924,944.5,30,23
TELANGANA,1925,1167.9,30,24
TELANGANA,1926,763.5,30,25
TELANGANA,1927,1005.5,30,26
TELANGANA,1928,1006.4,30,27
TELANGANA,1929,790.5,30,28
TELANGANA,1930,835.8,30,29
TELANGANA,1931,1183.1,30,30
TELANGANA,1932,949.9,30,31
TELANGANA,1933,1396.3,30,32
TELANGANA,1934,927.9,30,33
TELANGANA,1935,898.5,30,34
TELANGANA,1936,1157.0,30,35
TELANGANA,1937,866.1,30,36
TELANGANA,1938,1175.3,30,37
TELANGANA,1939,740.0,30,38
TELANGANA,1940,1082.6,30,39
TELANGANA,1941,594.4,30,40
TELANGANA,1942,906.9,30,41
TELANGANA,1943,899.3,30,42
TELANGANA,1944,960.5,30,43
TELANGANA,1945,1027.4,30,44
TELANGANA,1946,822.8,30,45
TELANGANA,1947,1005.5,30,46
TELANGANA,1948,915.0,30,47
TELANGANA,1949,1038.6,30,48
TELANGANA,1950,761.3,30,49
TELANGANA,1951,900.8,30,50
TELANGANA,1952,729.7,30,51
TELANGANA,1953,1272.1,30,52
TELANGANA,1954,928.4,30,53
TELANGANA,1955,1203.2,30,54
TELANGANA,1956,1120.5,30,55
TELANGANA,1957,983.2,30,56
TELANGANA,1958,1113.9,30,57
TELANGANA,1959,1224.1,30,58
TELANGANA,1960,839.5,30,59
TELANGANA,1961,1146.5,30,60
TELANGANA,1962,1138.7,30,61
TELANGANA,1963,1010.1,30,62
TELANGANA,1964,887.5,30,63
TELANGANA,1965,778.9,30,64
TELANGANA,1966,970.9,30,65
TELANGANA,1967,942.1,30,66
TELANGANA,1968,748.7,30,67
TELANGANA,1969,1047.1,30,68
TELANGANA,1970,970.3,30,69
TELANGANA,1971,729.1,30,70
TELANGANA,1972,670.7,30,71
TELANGANA,1973,1042.5,30,72
TELANGANA,1974,830.4,30,73
TELANGANA,1975,1215.8,30,74
TELANGANA,1976,1035.6,30,75
TELANGANA,1977,808.6,30,76
TELANGANA,1978,1311.7,30,77
TELANGANA,1979,791.7,30,78
TELANGANA,1980,922.6,30,79
TELANGANA,1981,1143.5,30,80
TELANGANA,1982,933.2,30,81
TELANGANA,1983,1497.5,30,82
TELANGANA,1984,742.8,30,83
TELANGANA,1985,785.9,30,84
TELANGANA,1986,1007.3,30,85
TELANGANA,1987,976.9,30,86
TELANGANA,1988,1544.9,30,87
TELANGANA,1989,1161.0,30,88
TELANGANA,1990,1425.7,30,89
TELANGANA,1991,849.1,30,90
TELANGANA,1992,863.5,30,91
TELANGANA,1993,885.6,30,92
TELANGANA,1994,975.7,30,93
TELANGANA,1995,1286.0,30,94
TELANGANA,1996,986.8,30,95
TELANGANA,1997,856.0,30,96
TELANGANA,1998,1093.0,30,97
TELANGANA,1999,863.8,30,98
TELANGANA,2000,1078.0,30,99
TELANGANA,2001,922.3,30,100
TELANGANA,2002,765.3,30,101
TELANGANA,2003,963.2,30,102
TELANGANA,2004,667.0,30,103
TELANGANA,2005,1163.1,30,104
TELANGANA,2006,1053.0,30,105
TELANGANA,2007,843.3,30,106
TELANGANA,2008,1035.3,30,107
TELANGANA,2009,666.3,30,108
TELANGANA,2010,1276.4,30,109
TELANGANA,2011,753.1,30,110
TELANGANA,2012,1008.6,30,111
TELANGANA,2013,1348.7,30,112
TELANGANA,2014,746.4,30,113
TELANGANA,2015,857.3,30,114
RAYALSEEMA,1901,714.0,25,0
RAYALSEEMA,1902,818.4,25,1
RAYALSEEMA,1903,1138.2,25,2
RAYALSEEMA,1904,433.4,25,3
RAYALSEEMA,1905,703.4,25,4
RAYALSEEMA,1906,912.6,25,5
RAYALSEEMA,1907,640.4,25,6
RAYALSEEMA,1908,617.1,25,7
RAYALSEEMA,1909,870.6,25,8
RAYALSEEMA,1910,1001.1,25,9
RAYALSEEMA,1911,590.6,25,10
RAYALSEEMA,1912,745.5,25,11
RAYALSEEMA,1913,616.3,25,12
RAYALSEEMA,1914,678.3,25,13
RAYALSEEMA,1915,923.1,25,14
RAYALSEEMA,1916,1047.0,25,15
RAYALSEEMA,1917,933.1,25,16
RAYALSEEMA,1918,645.8,25,17
RAYALSEEMA,1919,890.5,25,18
RAYALSEEMA,1920,674.8,25,19
RAYALSEEMA,1921,743.6,25,20
RAYALSEEMA,1922,770.3,25,21
RAYALSEEMA,1923,515.8,25,22
RAYALSEEMA,1924,684.3,25,23
RAYALSEEMA,1925,865.5,25,24
RAYALSEEMA,1926,682.6,25,25
RAYALSEEMA,1927,682.0,25,26
RAYALSEEMA,1928,711.3,25,27
RAYALSEEMA,1929,696.6,25,28
RAYALSEEMA,1930,995.5,25,29
RAYALSEEMA,1931,719.2,25,30
RAYALSEEMA,1932,635.8,25,31
RAYALSEEMA,1933,678.2,25,32
RAYALSEEMA,1934,611.5,25,33
RAYALSEEMA,1935,782.3,25,34
RAYALSEEMA,1936,695.6,25,35
RAYALSEEMA,1937,775.4,25,36
RAYALSEEMA,1938,674.4,25,37
RAYALSEEMA,1939,798.2,25,38
RAYALSEEMA,1940,904.6,25,39
RAYALSEEMA,1941,653.5,25,40
RAYALSEEMA,1942,536.9,25,41
RAYALSEEMA,1943,1036.5,25,42
RAYALSEEMA,1944,917.4,25,43
RAYALSEEMA,1945,604.1,25,44
RAYALSEEMA,1946,953.7,25,45
RAYALSEEMA,1947,624.3,25,46
RAYALSEEMA,1948,608.9,25,47
RAYALSEEMA,1949,826.5,25,48
RAYALSEEMA,1950,510.9,25,49
RAYALSEEMA,1951,538.4,25,50
RAYALSEEMA,1952,701.2,25,51
RAYALSEEMA,1953,795.7,25,52
RAYALSEEMA,1954,785.4,25,53
RAYALSEEMA,1955,816.4,25,54
RAYALSEEMA,1956,931.0,25,55
RAYALSEEMA,1957,571.7,25,56
RAYALSEEMA,1958,808.4,25,57
RAYALSEEMA,1959,635.8,25,58
RAYALSEEMA,1960,744.0,25,59
RAYALSEEMA,1961,651.5,25,60
RAYALSEEMA,1962,816.3,25,61
RAYALSEEMA,1963,709.1,25,62
RAYALSEEMA,1964,791.6,25,63
RAYALSEEMA,1965,595.9,25,64
RAYALSEEMA,1966,904.1,25,65
RAYALSEEMA,1967,737.6,25,66
RAYALSEEMA,1968,623.9,25,67
RAYALSEEMA,1969,842.4,25,68
RAYALSEEMA,1970,776.4,25,69
RAYALSEEMA,1971,621.1,25,70
RAYALSEEMA,1972,826.0,25,71
RAYALSEEMA,1973,689.5,25,72
RAYALSEEMA,1974,728.5,25,73
RAYALSEEMA,1975,1041.6,25,74
RAYALSEEMA,1976,817.0,25,75
RAYALSEEMA,1977,866.6,25,76
RAYALSEEMA,1978,869.3,25,77
RAYALSEEMA,1979,813.4,25,78
RAYALSEEMA,1980,573.7,25,79
RAYALSEEMA,1981,785.2,25,80
RAYALSEEMA,1982,595.6,25,81
RAYALSEEMA,1983,943.0,25,82
RAYALSEEMA,1984,733.0,25,83
RAYALSEEMA,1985,685.8,25,84
RAYALSEEMA,1986,580.9,25,85
RAYALSEEMA,1987,769.5,25,86
RAYALSEEMA,1988,842.3,25,87
RAYALSEEMA,1989,693.7,25,88
RAYALSEEMA,1990,930.7,25,89
RAYALSEEMA,1991,967.5,25,90
RAYALSEEMA,1992,596.0,25,91
RAYALSEEMA,1993,887.1,25,92
RAYALSEEMA,1994,690.5,25,93
RAYALSEEMA,1995,874.3,25,94
RAYALSEEMA,1996,1277.7,25,95
RAYALSEEMA,1997,835.0,25,96
RAYALSEEMA,1998,948.1,25,97
RAYALSEEMA,1999,537.2,25,98
RAYALSEEMA,2000,871.3,25,99
RAYALSEEMA,2001,924.5,25,100
RAYALSEEMA,2002,615.2,25,101
RAYALSEEMA,2003,725.5,25,102
RAYALSEEMA,2004,741.7,25,103
RAYALSEEMA,2005,1066.4,25,104
RAYALSEEMA,2006,638.1,25,105
RAYALSEEMA,2007,980.6,25,106
RAYALSEEMA,2008,798.0,25,107
RAYALSEEMA,2009,688.2,25,108
RAYALSEEMA,2010,963.5,25,109
RAYALSEEMA,2011,738.0,25,110
RAYALSEEMA,2012,715.0,25,111
RAYALSEEMA,2013,762.6,25,112
RAYALSEEMA,2014,551.8,25,113
RAYALSEEMA,2015,1047.1,25,114
TAMIL NADU,1901,960.3,29,0
TAMIL NADU,1902,1138.2,29,1
TAMIL NADU,1903,1163.9,29,2
TAMIL NADU,1904,663.1,29,3
TAMIL NADU,1905,821.1,29,4
TAMIL NADU,1906,990.2,29,5
TAMIL NADU,1907,885.6,29,6
TAMIL NADU,1908,765.0,29,7
TAMIL NADU,1909,954.6,29,8
TAMIL NADU,1910,943.7,29,9
TAMIL NADU,1911,814.9,29,10
TAMIL NADU,1912,904.1,29,11
TAMIL NADU,1913,878.8,29,12
TAMIL NADU,1914,953.3,29,13
TAMIL NADU,1915,988.5,29,14
TAMIL NADU,1916,897.4,29,15
TAMIL NADU,1917,948.3,29,16
TAMIL NADU,1918,871.7,29,17
TAMIL NADU,1919,1028.6,29,18
TAMIL NADU,1920,1154.2,29,19
TAMIL NADU,1921,979.4,29,20
TAMIL NADU,1922,1080.5,29,21
TAMIL NADU,1923,834.1,29,22
TAMIL NADU,1924,895.1,29,23
TAMIL NADU,1925,1013.3,29,24
TAMIL NADU,1926,815.6,29,25
TAMIL NADU,1927,829.9,29,26
TAMIL NADU,1928,970.8,29,27
TAMIL NADU,1929,977.7,29,28
TAMIL NADU,1930,1275.4,29,29
TAMIL NADU,1931,1039.8,29,30
TAMIL NADU,1932,1109.8,29,31
TAMIL NADU,1933,1010.9,29,32
TAMIL NADU,1934,839.7,29,33
TAMIL NADU,1935,893.9,29,34
TAMIL NADU,1936,944.5,29,35
TAMIL NADU,1937,1020.1,29,36
TAMIL NADU,1938,783.2,29,37
TAMIL NADU,1939,1055.8,29,38
TAMIL NADU,1940,1178.5,29,39
TAMIL NADU,1941,1006.9,29,40
TAMIL NADU,1942,847.3,29,41
TAMIL NADU,1943,1187.3,29,42
TAMIL NADU,1944,1227.6,29,43
TAMIL NADU,1945,784.0,29,44
TAMIL NADU,1946,1294.1,29,45
TAMIL NADU,1947,939.5,29,46
TAMIL NADU,1948,906.7,29,47
TAMIL NADU,1949,840.7,29,48
TAMIL NADU,1950,747.5,29,49
TAMIL NADU,1951,855.1,29,50
TAMIL NADU,1952,716.4,29,51
TAMIL NADU,1953,968.0,29,52
TAMIL NADU,1954,1016.3,29,53
TAMIL NADU,1955,1060.6,29,54
TAMIL NADU,1956,989.7,29,55
TAMIL NADU,1957,866.9,29,56
TAMIL NADU,1958,852.5,29,57
TAMIL NADU,1959,894.3,29,58
TAMIL NADU,1960,1013.9,29,59
TAMIL NADU,1961,910.7,29,60
TAMIL NADU,1962,941.6,29,61
TAMIL NADU,1963,1072.8,29,62
TAMIL NADU,1964,910.6,29,63
TAMIL NADU,1965,921.8,29,64
TAMIL NADU,1966,1166.9,29,65
TAMIL NADU,1967,899.1,29,66
TAMIL NADU,1968,789.4,29,67
TAMIL NADU,1969,961.8,29,68
TAMIL NADU,1970,942.1,29,69
TAMIL NADU,1971,1047.6,29,70
TAMIL NADU,1972,1093.4,29,71
TAMIL NADU,1973,858.5,29,72
TAMIL NADU,1974,652.8,29,73
TAMIL NADU,1975,923.6,29,74
TAMIL NADU,1976,858.9,29,75
TAMIL NADU,1977,1246.0,29,76
TAMIL NADU,1978,998.8,29,77
TAMIL NADU,1979,1103.4,29,78
TAMIL NADU,1980,709.1,29,79
TAMIL NADU,1981,1045.9,29,80
TAMIL NADU,1982,678.6,29,81
TAMIL NADU,1983,1007.7,29,82
TAMIL NADU,1984,1023.8,29,83
TAMIL NADU,1985,1063.5,29,84
TAMIL NADU,1986,953.0,29,85
TAMIL NADU,1987,963.5,29,86
TAMIL NADU,1988,837.2,29,87
TAMIL NADU,1989,856.5,29,88
TAMIL NADU,1990,903.2,29,89
TAMIL NADU,1991,954.8,29,90
TAMIL NADU,1992,918.7,29,91
TAMIL NADU,1993,1082.3,29,92
TAMIL NADU,1994,905.9,29,93
TAMIL NADU,1995,843.4,29,94
TAMIL NADU,1996,1069.4,29,95
TAMIL NADU,1997,950.5,29,96
TAMIL NADU,1998,1079.7,29,97
TAMIL NADU,1999,922.6,29,98
TAMIL NADU,2000,972.0,29,99
TAMIL NADU,2001,483.4,29,100
TAMIL NADU,2002,318.0,29,101
TAMIL NADU,2003,348.5,29,102
TAMIL NADU,2004,1037.6,29,103
TAMIL NADU,2005,1365.3,29,104
TAMIL NADU,2006,927.9,29,105
TAMIL NADU,2007,1067.2,29,106
TAMIL NADU,2008,1203.4,29,107
TAMIL NADU,2009,928.5,29,108
TAMIL NADU,2010,1095.2,29,109
TAMIL NADU,2011,926.5,29,110
TAMIL NADU,2012,636.1,29,111
TAMIL NADU,2013,741.9,29,112
TAMIL NADU,2014,913.0,29,113
TAMIL NADU,2015,1204.6,29,114
COASTAL KARNATAKA,1901,3056.9,6,0
COASTAL KARNATAKA,1902,3699.2,6,1
COASTAL KARNATAKA,1903,3317.4,6,2
COASTAL KARNATAKA,1904,3141.1,6,3
COASTAL KARNATAKA,1905,2652.3,6,4
COASTAL KARNATAKA,1906,2836.0,6,5
COASTAL KARNATAKA,1907,3535.2,6,6
COASTAL KARNATAKA,1908,3655.5,6,7
COASTAL KARNATAKA,1909,3172.9,6,8
COASTAL KARNATAKA,1910,3020.8,6,9
COASTAL KARNATAKA,1911,2522.3,6,10
COASTAL KARNATAKA,1912,3395.9,6,11
COASTAL KARNATAKA,1913,2836.3,6,12
COASTAL KARNATAKA,1914,3872.7,6,13
COASTAL KARNATAKA,1915,2648.7,6,14
COASTAL KARNATAKA,1916,3467.9,6,15
COASTAL KARNATAKA,1917,3424.1,6,16
COASTAL KARNATAKA,1918,2510.9,6,17
COASTAL KARNATAKA,1919,2918.1,6,18
COASTAL KARNATAKA,1920,2789.2,6,19
COASTAL KARNATAKA,1921,3007.4,6,20
COASTAL KARNATAKA,1922,3332.6,6,21
COASTAL KARNATAKA,1923,3681.1,6,22
COASTAL KARNATAKA,1924,3528.9,6,23
COASTAL KARNATAKA,1925,3581.3,6,24
COASTAL KARNATAKA,1926,2956.4,6,25
COASTAL KARNATAKA,1927,3216.4,6,26
COASTAL KARNATAKA,1928,3339.6,6,27
COASTAL KARNATAKA,1929,3663.6,6,28
COASTAL KARNATAKA,1930,2913.0,6,29
COASTAL KARNATAKA,1931,3842.4,6,30
COASTAL KARNATAKA,1932,3423.4,6,31
COASTAL KARNATAKA,1933,4139.5,6,32
COASTAL KARNATAKA,1934,3011.8,6,33
COASTAL KARNATAKA,1935,2886.0,6,34
COASTAL KARNATAKA,1936,3324.7,6,35
COASTAL KARNATAKA,1937,3314.2,6,36
COASTAL KARNATAKA,1938,3150.9,6,37
COASTAL KARNATAKA,1939,2744.2,6,38
